,Anchor,Positive
0,239,25045
1,239,7376
2,239,25084
3,239,7171
4,239,797
5,239,24016
6,239,29087
7,239,23998
8,239,31182
9,239,24015
0,27502,503
1,27502,7186
2,27502,1737
3,27502,5943
4,27502,4856
5,27502,5619
6,27502,34212
7,27502,7359
8,27502,24737
9,27502,25449
0,9162,8404
1,9162,10798
2,9162,16740
3,9162,11216
4,9162,13540
5,9162,7952
6,9162,28726
7,9162,28321
8,9162,13542
9,9162,1819
0,24857,7376
1,24857,25084
2,24857,7171
3,24857,797
4,24857,25244
5,24857,24059
6,24857,24094
7,24857,24016
8,24857,35214
9,24857,35643
0,20815,8179
1,20815,19802
2,20815,11763
3,20815,8726
4,20815,17678
5,20815,3677
6,20815,27465
7,20815,2316
8,20815,27054
9,20815,2779
0,66,36651
1,66,6850
2,66,4797
3,66,7123
4,66,7104
5,66,31182
6,66,34284
0,29766,31183
1,29766,34181
2,29766,29920
3,29766,34235
4,29766,32628
5,29766,35068
6,29766,36790
7,29766,29682
8,29766,27870
9,29766,28624
0,38227,38286
1,38227,38481
2,38227,38039
3,38227,38968
4,38227,27991
5,38227,38571
6,38227,38337
7,38227,38397
8,38227,39312
9,38227,39681
0,11501,8179
1,11501,19802
2,11501,11763
3,11501,13275
4,11501,15567
5,11501,3677
6,11501,27465
7,11501,2316
8,11501,4034
9,11501,27054
0,13862,8179
1,13862,19802
2,13862,11763
3,13862,8726
4,13862,17678
5,13862,3219
6,13862,28726
7,13862,27054
8,13862,24984
9,13862,2779
0,19887,8179
1,19887,19802
2,19887,11763
3,19887,8726
4,19887,17678
5,19887,3677
6,19887,27465
7,19887,2316
8,19887,27054
9,19887,24984
0,31402,34181
1,31402,28838
2,31402,32628
3,31402,32857
4,31402,32502
5,31402,35068
6,31402,27729
7,31402,33818
8,31402,37370
9,31402,36636
0,1065,36651
1,1065,6850
2,1065,4797
3,1065,7123
4,1065,7104
5,1065,31182
6,1065,34284
0,5262,3557
1,5262,5469
2,5262,5110
3,5262,25849
4,5262,6444
5,5262,5780
6,5262,26673
7,5262,29172
8,5262,139
0,10135,8179
1,10135,19802
2,10135,11763
3,10135,8726
4,10135,13275
5,10135,3677
6,10135,27465
7,10135,2316
8,10135,4034
9,10135,27054
0,15337,8179
1,15337,19802
2,15337,11763
3,15337,8726
4,15337,13275
5,15337,3677
6,15337,27465
7,15337,2316
8,15337,4034
9,15337,27054
0,11536,8179
1,11536,19802
2,11536,11763
3,11536,8726
4,11536,17678
5,11536,3219
6,11536,3677
7,11536,27465
8,11536,2316
9,11536,27054
0,32532,35280
1,32532,35120
2,32532,30693
3,32532,32554
4,32532,34452
5,32532,29972
6,32532,28511
7,32532,27810
8,32532,30599
9,32532,27769
0,1299,10502
1,1299,5525
2,1299,22914
3,1299,18365
4,1299,14333
5,1299,33174
6,1299,25654
7,1299,28572
8,1299,7620
9,1299,18280
0,23410,8179
1,23410,19802
2,23410,11763
3,23410,13275
4,23410,15567
5,23410,3677
6,23410,27465
7,23410,25686
8,23410,2316
9,23410,4034
0,25143,7376
1,25143,25084
2,25143,7171
3,25143,797
4,25143,25244
5,25143,24059
6,25143,24094
7,25143,24016
8,25143,35214
9,25143,24051
0,21581,8179
1,21581,19802
2,21581,11763
3,21581,8726
4,21581,17678
5,21581,3219
6,21581,3677
7,21581,27465
8,21581,2316
9,21581,27054
0,14487,8404
1,14487,10798
2,14487,16740
3,14487,11216
4,14487,13540
5,14487,7952
6,14487,3219
7,14487,28726
8,14487,13542
9,14487,1819
0,10435,13540
1,10435,15840
2,10435,5525
3,10435,17558
4,10435,23719
5,10435,28321
6,10435,11752
7,10435,25673
8,10435,20783
9,10435,27522
0,720,25084
1,720,7171
2,720,24183
3,720,797
4,720,27568
5,720,24059
6,720,24094
7,720,24121
8,720,24016
9,720,35214
0,10115,19802
1,10115,8404
2,10115,8726
3,10115,17678
4,10115,13275
5,10115,3219
6,10115,28726
7,10115,27054
8,10115,27987
9,10115,24984
0,32139,35280
1,32139,35120
2,32139,30693
3,32139,32554
4,32139,34452
5,32139,29972
6,32139,28511
7,32139,27810
8,32139,27769
9,32139,29741
0,11572,8179
1,11572,19802
2,11572,11763
3,11572,13275
4,11572,15567
5,11572,3677
6,11572,27465
7,11572,2316
8,11572,4034
9,11572,27054
0,2932,25045
1,2932,7376
2,2932,7171
3,2932,36651
4,2932,797
5,2932,24016
6,2932,31182
0,25099,7376
1,25099,25084
2,25099,7171
3,25099,24183
4,25099,797
5,25099,24059
6,25099,24094
7,25099,24121
8,25099,24016
9,25099,35214
0,10303,8726
1,10303,17678
2,10303,10798
3,10303,16740
4,10303,11216
5,10303,7952
6,10303,3219
7,10303,28726
8,10303,13542
9,10303,1819
0,32898,34235
1,32898,32628
2,32898,29443
3,32898,31901
4,32898,32857
5,32898,35068
6,32898,28624
7,32898,27729
8,32898,36636
9,32898,37206
0,1063,7376
1,1063,25084
2,1063,7171
3,1063,797
4,1063,25244
5,1063,24059
6,1063,24094
7,1063,24016
8,1063,35214
9,1063,24051
0,34234,35280
1,34234,35120
2,34234,30693
3,34234,32554
4,34234,34452
5,34234,29972
6,34234,28511
7,34234,27810
8,34234,27769
9,34234,29741
0,25746,25084
1,25746,7171
2,25746,24183
3,25746,797
4,25746,27568
5,25746,24059
6,25746,24094
7,25746,24121
8,25746,24016
9,25746,35214
0,33150,35280
1,33150,35120
2,33150,30693
3,33150,32554
4,33150,34452
5,33150,29972
6,33150,28511
7,33150,27810
8,33150,27769
9,33150,29741
0,25996,30856
1,25996,30618
2,25996,28838
3,25996,29181
4,25996,30352
5,25996,36160
6,25996,30203
7,25996,30769
8,25996,30202
9,25996,30233
0,20362,8179
1,20362,19802
2,20362,11763
3,20362,8726
4,20362,17678
5,20362,3219
6,20362,3677
7,20362,27465
8,20362,2316
9,20362,27054
0,32094,35280
1,32094,35120
2,32094,30693
3,32094,32554
4,32094,34452
5,32094,29972
6,32094,28511
7,32094,27810
8,32094,27769
9,32094,29741
0,5024,25045
1,5024,7376
2,5024,7171
3,5024,36651
4,5024,797
5,5024,24016
6,5024,23998
7,5024,31182
8,5024,24015
9,5024,24115
0,5704,36651
1,5704,6850
2,5704,4797
3,5704,7123
4,5704,7104
5,5704,31182
6,5704,34284
0,23908,8179
1,23908,19802
2,23908,11763
3,23908,13275
4,23908,15567
5,23908,3677
6,23908,27465
7,23908,25686
8,23908,2316
9,23908,4034
0,19755,19802
1,19755,8404
2,19755,8726
3,19755,17678
4,19755,10798
5,19755,7952
6,19755,3219
7,19755,28726
8,19755,1819
9,19755,27054
0,14736,8179
1,14736,19802
2,14736,11763
3,14736,8726
4,14736,13275
5,14736,3677
6,14736,27465
7,14736,2316
8,14736,4034
9,14736,27054
0,30940,30856
1,30940,28838
2,30940,29181
3,30940,30352
4,30940,28058
5,30940,36160
6,30940,33818
7,30940,37370
8,30940,36271
9,30940,27811
0,13154,13776
1,13154,15163
2,13154,15445
3,13154,27567
4,13154,15167
5,13154,19529
6,13154,6959
7,13154,25654
8,13154,28572
9,13154,23032
0,23071,8179
1,23071,19802
2,23071,11763
3,23071,8726
4,23071,13275
5,23071,3677
6,23071,27465
7,23071,2316
8,23071,4034
9,23071,27054
0,20394,8179
1,20394,19802
2,20394,11763
3,20394,8726
4,20394,17678
5,20394,3219
6,20394,3677
7,20394,27465
8,20394,2316
9,20394,27054
0,13424,8404
1,13424,10798
2,13424,16740
3,13424,11216
4,13424,13540
5,13424,7952
6,13424,3219
7,13424,28726
8,13424,13542
9,13424,1819
0,5911,503
1,5911,7186
2,5911,1737
3,5911,5943
4,5911,4856
5,5911,5619
6,5911,34212
7,5911,7359
8,5911,24737
9,5911,25449
0,29620,35280
1,29620,35120
2,29620,30693
3,29620,32554
4,29620,34452
5,29620,29972
6,29620,28511
7,29620,27810
8,29620,27769
9,29620,29741
0,4997,25045
1,4997,7376
2,4997,7171
3,4997,36651
4,4997,797
5,4997,24016
6,4997,23998
7,4997,31182
8,4997,24015
9,4997,24115
0,26415,24183
1,26415,27568
2,26415,25244
3,26415,26357
4,26415,26893
5,26415,24059
6,26415,24057
7,26415,24094
8,26415,24121
9,26415,35214
0,16981,15840
1,16981,5525
2,16981,17558
3,16981,22914
4,16981,18365
5,16981,33174
6,16981,28321
7,16981,11752
8,16981,25673
9,16981,20783
0,1660,7376
1,1660,36651
2,1660,797
3,1660,6850
4,1660,4797
5,1660,31182
6,1660,34284
0,33966,30618
1,33966,33637
2,33966,31949
3,33966,26243
4,33966,35169
5,33966,27874
6,33966,30203
7,33966,30769
8,33966,30202
9,33966,30439
0,10057,8179
1,10057,19802
2,10057,11763
3,10057,8726
4,10057,17678
5,10057,3219
6,10057,28726
7,10057,27465
8,10057,27054
9,10057,24984
0,11661,8179
1,11661,19802
2,11661,11763
3,11661,13275
4,11661,15567
5,11661,3677
6,11661,27465
7,11661,2316
8,11661,4034
9,11661,27054
0,25518,26820
1,25518,21241
2,25518,9934
3,25518,8947
4,25518,15519
5,25518,25721
6,25518,12866
7,25518,31467
8,25518,16522
9,25518,16058
0,1525,16164
1,1525,14193
2,1525,13467
3,1525,13587
4,1525,22606
5,1525,15744
6,1525,18570
7,1525,35408
8,1525,24792
9,1525,7571
0,26650,7376
1,26650,25084
2,26650,7171
3,26650,24183
4,26650,797
5,26650,24059
6,26650,24094
7,26650,24121
8,26650,24016
9,26650,35214
0,17246,8427
1,17246,12297
2,17246,13911
3,17246,16596
4,17246,18409
5,17246,12002
6,17246,20343
7,17246,14618
8,17246,19000
9,17246,13734
0,38099,38225
1,38099,38286
2,38099,38424
3,38099,38039
4,38099,38968
5,38099,38571
6,38099,38337
7,38099,38397
8,38099,38707
9,38099,39681
0,1282,36651
1,1282,6850
2,1282,4797
3,1282,7123
4,1282,7104
5,1282,31182
6,1282,34284
0,17584,13776
1,17584,10956
2,17584,7190
3,17584,27567
4,17584,17478
5,17584,26634
6,17584,6164
7,17584,32988
8,17584,14815
9,17584,1632
0,599,25045
1,599,7376
2,599,7171
3,599,36651
4,599,797
5,599,24016
6,599,23998
7,599,31182
8,599,24015
9,599,24115
0,106,24183
1,106,27568
2,106,25244
3,106,26357
4,106,26893
5,106,24059
6,106,24057
7,106,24094
8,106,24121
9,106,35214
0,6594,25045
1,6594,7376
2,6594,25084
3,6594,7171
4,6594,797
5,6594,24016
6,6594,29087
7,6594,23998
8,6594,31182
9,6594,24015
0,25477,3645
1,25477,1818
2,25477,26299
3,25477,29203
4,25477,3124
5,25477,27590
6,25477,28434
7,25477,26246
8,25477,26470
9,25477,36305
0,30970,35280
1,30970,35120
2,30970,30693
3,30970,32554
4,30970,34452
5,30970,29972
6,30970,28511
7,30970,27810
8,30970,30599
9,30970,27769
0,30442,34181
1,30442,28838
2,30442,32628
3,30442,32857
4,30442,32502
5,30442,35068
6,30442,27729
7,30442,33818
8,30442,37370
9,30442,36636
0,27565,7376
1,27565,25084
2,27565,7171
3,27565,797
4,27565,25244
5,27565,24059
6,27565,24094
7,27565,24016
8,27565,35643
9,27565,29087
0,14147,16810
1,14147,14261
2,14147,24685
3,14147,8761
4,14147,14483
5,14147,14222
6,14147,10635
7,14147,14137
8,14147,21066
9,14147,13700
0,14685,8179
1,14685,19802
2,14685,11763
3,14685,8726
4,14685,17678
5,14685,3219
6,14685,3677
7,14685,27465
8,14685,2316
9,14685,27054
0,9131,8179
1,9131,19802
2,9131,11763
3,9131,13275
4,9131,15567
5,9131,3677
6,9131,27465
7,9131,2316
8,9131,4034
9,9131,27054
0,28777,35280
1,28777,35120
2,28777,30693
3,28777,32554
4,28777,34452
5,28777,29972
6,28777,28511
7,28777,27810
8,28777,27769
9,28777,29741
0,27583,2148
1,27583,25592
2,27583,2667
3,27583,6154
4,27583,3557
5,27583,5780
6,27583,4752
7,27583,27590
8,27583,26673
9,27583,26470
0,33036,31183
1,33036,31768
2,33036,29619
3,33036,29920
4,33036,30810
5,33036,36790
6,33036,35956
7,33036,29682
8,33036,27810
9,33036,30599
0,24542,7376
1,24542,25084
2,24542,7171
3,24542,797
4,24542,25244
5,24542,24059
6,24542,24094
7,24542,24016
8,24542,35643
9,24542,29087
0,10267,8179
1,10267,19802
2,10267,11763
3,10267,13275
4,10267,15567
5,10267,3677
6,10267,27465
7,10267,2316
8,10267,4034
9,10267,27054
0,29322,31183
1,29322,34181
2,29322,29920
3,29322,34235
4,29322,32628
5,29322,35068
6,29322,36790
7,29322,35956
8,29322,29682
9,29322,30599
0,5841,36651
1,5841,6850
2,5841,4797
3,5841,7123
4,5841,7104
5,5841,31182
6,5841,34284
0,38598,38523
1,38598,38064
2,38598,38733
3,38598,38225
4,38598,38097
5,38598,38571
6,38598,38564
7,38598,38397
8,38598,38603
9,38598,38642
0,6408,36651
1,6408,6850
2,6408,7123
3,6408,7104
4,6408,4109
5,6408,31182
6,6408,34284
0,26056,25084
1,26056,7171
2,26056,24183
3,26056,27568
4,26056,25244
5,26056,24059
6,26056,24094
7,26056,24121
8,26056,24016
9,26056,35214
0,20501,8179
1,20501,19802
2,20501,11763
3,20501,8726
4,20501,17678
5,20501,3677
6,20501,27465
7,20501,2316
8,20501,27054
9,20501,24984
0,31312,32691
1,31312,29389
2,31312,28963
3,31312,33040
4,31312,32448
5,31312,30270
6,31312,33908
7,31312,34202
8,31312,32872
9,31312,30097
0,9255,15840
1,9255,5525
2,9255,17558
3,9255,22914
4,9255,18365
5,9255,33174
6,9255,28321
7,9255,11752
8,9255,25673
9,9255,20783
0,27142,27568
1,27142,26357
2,27142,1818
3,27142,26893
4,27142,3731
5,27142,24059
6,27142,24057
7,27142,24121
8,27142,35214
9,27142,24051
0,34343,33260
1,34343,31183
2,34343,31768
3,34343,29619
4,34343,29920
5,34343,36790
6,34343,35956
7,34343,29682
8,34343,29972
9,34343,28511
0,28810,31949
1,28810,28963
2,28810,35505
3,28810,32448
4,28810,29309
5,28810,33908
6,28810,27874
7,28810,34202
8,28810,30097
9,28810,30439
0,2659,36651
1,2659,6850
2,2659,4797
3,2659,7123
4,2659,7104
5,2659,31182
6,2659,34284
0,32835,34181
1,32835,32628
2,32835,32857
3,32835,32502
4,32835,35736
5,32835,35068
6,32835,28624
7,32835,27729
8,32835,33818
9,32835,36636
0,2831,32503
1,2831,7585
2,2831,24184
3,2831,7622
4,2831,25776
5,2831,30598
6,2831,34735
7,2831,6605
8,2831,3264
9,2831,2257
0,35108,35280
1,35108,35120
2,35108,30693
3,35108,32554
4,35108,34452
5,35108,29972
6,35108,28511
7,35108,27810
8,35108,27769
9,35108,29741
0,32972,34181
1,32972,32628
2,32972,32857
3,32972,32502
4,32972,35736
5,32972,35068
6,32972,28624
7,32972,27729
8,32972,33818
9,32972,36636
0,5344,25045
1,5344,7376
2,5344,25084
3,5344,7171
4,5344,797
5,5344,24016
6,5344,29087
7,5344,23998
8,5344,31182
9,5344,24015
0,32913,31183
1,32913,34181
2,32913,29920
3,32913,34235
4,32913,32628
5,32913,35068
6,32913,36790
7,32913,35956
8,32913,29682
9,32913,27870
0,23528,8179
1,23528,19802
2,23528,11763
3,23528,8726
4,23528,13275
5,23528,3677
6,23528,27465
7,23528,2316
8,23528,4034
9,23528,27054
0,39458,30898
1,39458,39757
2,39458,39235
3,39458,39203
4,39458,39173
5,39458,30464
6,39458,30274
7,39458,40449
8,39458,39741
9,39458,39239
0,22878,8179
1,22878,19802
2,22878,11763
3,22878,13275
4,22878,15567
5,22878,3677
6,22878,27465
7,22878,2316
8,22878,4034
9,22878,27054
0,23977,8179
1,23977,19802
2,23977,11763
3,23977,13275
4,23977,15567
5,23977,3677
6,23977,27465
7,23977,2316
8,23977,4034
9,23977,27054
0,9089,8179
1,9089,19802
2,9089,11763
3,9089,8726
4,9089,13275
5,9089,3677
6,9089,27465
7,9089,2316
8,9089,4034
9,9089,27054
0,6461,36651
1,6461,6850
2,6461,4797
3,6461,7123
4,6461,7104
5,6461,31182
6,6461,34284
0,34892,35280
1,34892,35120
2,34892,30693
3,34892,32554
4,34892,34452
5,34892,29972
6,34892,28511
7,34892,27810
8,34892,27769
9,34892,29741
0,7711,7376
1,7711,36651
2,7711,797
3,7711,6850
4,7711,4797
5,7711,31182
6,7711,34284
0,31156,31183
1,31156,34181
2,31156,34235
3,31156,32628
4,31156,29443
5,31156,35068
6,31156,29682
7,31156,28624
8,31156,37206
9,31156,30487
0,26275,25084
1,26275,7171
2,26275,24183
3,26275,797
4,26275,27568
5,26275,24059
6,26275,24094
7,26275,24121
8,26275,24016
9,26275,35214
0,39524,30898
1,39524,39757
2,39524,39346
3,39524,39235
4,39524,39203
5,39524,30464
6,39524,30274
7,39524,40449
8,39524,39741
9,39524,39239
0,32778,31183
1,32778,29619
2,32778,29920
3,32778,34235
4,32778,34061
5,32778,36790
6,32778,35956
7,32778,29682
8,32778,30599
9,32778,27870
0,4437,26357
1,4437,3645
2,4437,1818
3,4437,3731
4,4437,6862
5,4437,24057
6,4437,32495
7,4437,24001
8,4437,24079
9,4437,34523
0,21610,8179
1,21610,19802
2,21610,11763
3,21610,8726
4,21610,17678
5,21610,3677
6,21610,27465
7,21610,2316
8,21610,27054
9,21610,2779
0,8733,13776
1,8733,15163
2,8733,8421
3,8733,15445
4,8733,27567
5,8733,19529
6,8733,6959
7,8733,25654
8,8733,28572
9,8733,23032
0,38272,38501
1,38272,36023
2,38272,38988
3,38272,39327
4,38272,39630
5,38272,39631
6,38272,38402
7,38272,38990
8,38272,38547
9,38272,38656
0,13035,8179
1,13035,19802
2,13035,11763
3,13035,13275
4,13035,15567
5,13035,3677
6,13035,27465
7,13035,2316
8,13035,4034
9,13035,27054
0,296,12046
1,296,13776
2,296,15163
3,296,15445
4,296,27567
5,296,19529
6,296,6959
7,296,6164
8,296,32988
9,296,25654
0,8665,8179
1,8665,19802
2,8665,11763
3,8665,8726
4,8665,17678
5,8665,3219
6,8665,3677
7,8665,27465
8,8665,2316
9,8665,27054
0,10168,8179
1,10168,19802
2,10168,11763
3,10168,8726
4,10168,17678
5,10168,3219
6,10168,3677
7,10168,27465
8,10168,27054
9,10168,24984
0,2125,3557
1,2125,7585
2,2125,5469
3,2125,5110
4,2125,25849
5,2125,5780
6,2125,26673
7,2125,25717
8,2125,29172
9,2125,139
0,19770,13540
1,19770,15840
2,19770,5525
3,19770,17558
4,19770,23719
5,19770,28321
6,19770,11752
7,19770,25673
8,19770,20783
9,19770,27522
0,34896,31183
1,34896,31768
2,34896,29619
3,34896,29920
4,34896,34808
5,34896,36790
6,34896,35956
7,34896,29682
8,34896,29972
9,34896,28511
0,14608,8179
1,14608,19802
2,14608,11763
3,14608,13275
4,14608,15567
5,14608,3677
6,14608,27465
7,14608,2316
8,14608,4034
9,14608,27054
0,28039,31949
1,28039,28963
2,28039,35505
3,28039,32448
4,28039,29309
5,28039,30270
6,28039,33908
7,28039,27874
8,28039,34202
9,28039,30097
0,4452,7376
1,4452,25084
2,4452,7171
3,4452,797
4,4452,25244
5,4452,24059
6,4452,24094
7,4452,24016
8,4452,35214
9,4452,35643
0,15692,10502
1,15692,5525
2,15692,22914
3,15692,18365
4,15692,15163
5,15692,6959
6,15692,33174
7,15692,25654
8,15692,28572
9,15692,7620
0,3743,36651
1,3743,6850
2,3743,7123
3,3743,7104
4,3743,4109
5,3743,31182
6,3743,34284
0,28125,31183
1,28125,31768
2,28125,29619
3,28125,29920
4,28125,34808
5,28125,36790
6,28125,35956
7,28125,29682
8,28125,29972
9,28125,28511
0,7193,7376
1,7193,25084
2,7193,7171
3,7193,24183
4,7193,797
5,7193,24059
6,7193,24094
7,7193,24121
8,7193,24016
9,7193,35214
0,10751,8179
1,10751,19802
2,10751,11763
3,10751,8726
4,10751,13275
5,10751,3677
6,10751,27465
7,10751,2316
8,10751,4034
9,10751,27054
0,4037,25045
1,4037,7376
2,4037,25084
3,4037,7171
4,4037,797
5,4037,24016
6,4037,29087
7,4037,23998
8,4037,31182
9,4037,24015
0,33325,35280
1,33325,35120
2,33325,30693
3,33325,32554
4,33325,34452
5,33325,29972
6,33325,28511
7,33325,27810
8,33325,27769
9,33325,29741
0,7500,36651
1,7500,6850
2,7500,4797
3,7500,7123
4,7500,7104
5,7500,31182
6,7500,34284
0,37617,37774
1,37617,37342
2,37617,37714
3,37617,36863
4,37617,36745
5,37617,36978
6,37617,37543
7,37617,37277
8,37617,37783
9,37617,36560
0,19257,8404
1,19257,8726
2,19257,17678
3,19257,10798
4,19257,3020
5,19257,7952
6,19257,3219
7,19257,28726
8,19257,1819
9,19257,27054
0,5269,8163
1,5269,12297
2,5269,23193
3,5269,16345
4,5269,13911
5,5269,12002
6,5269,20343
7,5269,14618
8,5269,21853
9,5269,13734
0,5788,5469
1,5788,24184
2,5788,6444
3,5788,25776
4,5788,3724
5,5788,30598
6,5788,24613
7,5788,25717
8,5788,29172
9,5788,139
0,24917,16810
1,24917,14261
2,24917,24685
3,24917,8761
4,24917,14483
5,24917,14222
6,24917,10635
7,24917,21066
8,24917,13700
9,24917,20091
0,11853,8179
1,11853,19802
2,11853,11763
3,11853,13275
4,11853,15567
5,11853,27060
6,11853,3677
7,11853,27465
8,11853,25686
9,11853,2316
0,30204,31183
1,30204,31768
2,30204,29619
3,30204,29920
4,30204,34808
5,30204,36790
6,30204,35956
7,30204,29682
8,30204,29972
9,30204,28511
0,1051,25084
1,1051,7171
2,1051,24183
3,1051,27568
4,1051,25244
5,1051,24059
6,1051,24094
7,1051,24121
8,1051,24016
9,1051,35214
0,19687,8179
1,19687,19802
2,19687,11763
3,19687,13275
4,19687,15567
5,19687,3677
6,19687,27465
7,19687,2316
8,19687,4034
9,19687,27054
0,6700,36651
1,6700,6850
2,6700,4797
3,6700,7123
4,6700,7104
5,6700,31182
6,6700,34284
0,32530,34181
1,32530,34235
2,32530,32628
3,32530,29443
4,32530,31901
5,32530,35068
6,32530,28624
7,32530,27729
8,32530,36636
9,32530,37206
0,7904,8726
1,7904,17678
2,7904,10798
3,7904,16740
4,7904,11216
5,7904,7952
6,7904,3219
7,7904,28726
8,7904,13542
9,7904,1819
0,3280,36651
1,3280,6850
2,3280,4797
3,3280,7123
4,3280,7104
5,3280,31182
6,3280,34284
0,38638,38045
1,38638,38523
2,38638,38064
3,38638,38733
4,38638,38097
5,38638,39753
6,38638,38564
7,38638,39304
8,38638,38603
9,38638,38494
0,17405,8179
1,17405,19802
2,17405,11763
3,17405,8726
4,17405,17678
5,17405,3219
6,17405,28726
7,17405,27054
8,17405,24984
9,17405,2779
0,5374,7376
1,5374,36651
2,5374,6850
3,5374,4797
4,5374,7123
5,5374,31182
6,5374,34284
0,6670,24183
1,6670,27568
2,6670,25244
3,6670,26357
4,6670,26893
5,6670,24059
6,6670,24094
7,6670,24121
8,6670,35214
9,6670,24051
0,23311,8179
1,23311,19802
2,23311,11763
3,23311,13275
4,23311,15567
5,23311,3677
6,23311,27465
7,23311,2316
8,23311,4034
9,23311,27054
0,39035,39135
1,39035,39008
2,39035,39471
3,39035,40855
4,39035,39041
0,8864,8179
1,8864,19802
2,8864,11763
3,8864,8726
4,8864,17678
5,8864,3677
6,8864,27465
7,8864,2316
8,8864,27054
9,8864,2779
0,1342,7376
1,1342,36651
2,1342,6850
3,1342,4797
4,1342,7123
5,1342,31182
6,1342,34284
0,20505,16164
1,20505,14193
2,20505,13467
3,20505,13587
4,20505,22606
5,20505,15744
6,20505,35408
7,20505,12195
8,20505,24792
9,20505,7571
0,6358,36651
1,6358,6850
2,6358,4797
3,6358,7123
4,6358,7104
5,6358,31182
6,6358,34284
0,22204,8179
1,22204,19802
2,22204,11763
3,22204,8726
4,22204,17678
5,22204,3677
6,22204,27465
7,22204,2316
8,22204,27054
9,22204,2779
0,584,27568
1,584,26357
2,584,1818
3,584,26893
4,584,3731
5,584,24057
6,584,24121
7,584,35214
8,584,24051
9,584,32495
0,20152,15840
1,20152,5525
2,20152,17558
3,20152,22914
4,20152,18365
5,20152,33174
6,20152,28321
7,20152,11752
8,20152,25673
9,20152,20783
0,29673,35120
1,29673,32554
2,29673,34448
3,29673,31768
4,29673,29619
5,29673,35956
6,29673,29972
7,29673,28511
8,29673,27810
9,29673,30599
0,22788,19802
1,22788,8404
2,22788,8726
3,22788,17678
4,22788,15567
5,22788,3219
6,22788,28726
7,22788,27054
8,22788,27987
9,22788,24984
0,3055,3645
1,3055,1818
2,3055,3731
3,3055,6862
4,3055,29203
5,3055,24057
6,3055,32495
7,3055,24001
8,3055,28434
9,3055,26246
0,8774,8179
1,8774,19802
2,8774,11763
3,8774,13275
4,8774,15567
5,8774,3677
6,8774,27465
7,8774,2316
8,8774,4034
9,8774,27054
0,40995,38629
1,40995,40896
2,40995,40894
3,40995,41015
4,40995,41008
5,40995,40753
6,40995,40771
7,40995,40909
8,40995,41039
9,40995,40754
0,6070,7376
1,6070,25084
2,6070,7171
3,6070,797
4,6070,25244
5,6070,24094
6,6070,24016
7,6070,35643
8,6070,29087
9,6070,23998
0,8515,8179
1,8515,19802
2,8515,11763
3,8515,8726
4,8515,17678
5,8515,3677
6,8515,27465
7,8515,2316
8,8515,27054
9,8515,24984
0,23854,8179
1,23854,19802
2,23854,11763
3,23854,8726
4,23854,17678
5,23854,3677
6,23854,27465
7,23854,2316
8,23854,27054
9,23854,24984
0,30409,35280
1,30409,35120
2,30409,30693
3,30409,32554
4,30409,34452
5,30409,29972
6,30409,28511
7,30409,27810
8,30409,27769
9,30409,34601
0,24112,7376
1,24112,25084
2,24112,7171
3,24112,797
4,24112,25244
5,24112,24059
6,24112,24094
7,24112,24016
8,24112,35214
9,24112,35643
0,38019,38045
1,38019,38523
2,38019,38064
3,38019,38733
4,38019,38097
5,38019,38564
6,38019,38603
7,38019,38642
8,38019,38494
9,38019,38080
0,12537,13540
1,12537,15840
2,12537,5525
3,12537,17558
4,12537,23719
5,12537,28321
6,12537,13542
7,12537,11752
8,12537,20783
9,12537,27522
0,12854,8179
1,12854,19802
2,12854,11763
3,12854,8726
4,12854,17678
5,12854,3219
6,12854,28726
7,12854,27465
8,12854,27054
9,12854,24984
0,16915,10337
1,16915,8163
2,16915,12297
3,16915,14883
4,16915,23193
5,16915,15787
6,16915,12002
7,16915,21853
8,16915,7814
9,16915,20526
0,11629,8179
1,11629,19802
2,11629,11763
3,11629,13275
4,11629,15567
5,11629,3677
6,11629,27465
7,11629,25686
8,11629,2316
9,11629,4034
0,20564,8179
1,20564,19802
2,20564,11763
3,20564,8726
4,20564,17678
5,20564,3219
6,20564,27465
7,20564,27054
8,20564,24984
9,20564,2779
0,2336,36651
1,2336,6850
2,2336,4797
3,2336,7123
4,2336,7104
5,2336,31182
6,2336,34284
0,9340,10956
1,9340,15183
2,9340,17311
3,9340,9815
4,9340,22111
5,9340,26634
6,9340,19000
7,9340,26398
8,9340,1632
9,9340,26273
0,39627,39614
1,39627,39652
2,39627,39655
3,39627,39248
4,39627,39708
5,39627,40078
6,39627,38716
7,39627,39216
8,39627,38759
0,21324,13540
1,21324,15840
2,21324,17558
3,21324,23719
4,21324,19210
5,21324,28321
6,21324,13542
7,21324,11752
8,21324,20783
9,21324,27522
0,28863,31949
1,28863,28963
2,28863,35505
3,28863,32448
4,28863,29309
5,28863,33908
6,28863,27874
7,28863,34202
8,28863,30097
9,28863,30439
0,5399,3645
1,5399,1818
2,5399,26299
3,5399,29203
4,5399,3124
5,5399,27590
6,5399,28434
7,5399,26246
8,5399,26470
9,5399,36305
0,31405,34181
1,31405,32628
2,31405,32857
3,31405,32502
4,31405,35736
5,31405,35068
6,31405,28624
7,31405,27729
8,31405,33818
9,31405,36636
0,25278,25084
1,25278,7171
2,25278,24183
3,25278,797
4,25278,27568
5,25278,24059
6,25278,24094
7,25278,24121
8,25278,24016
9,25278,35214
0,19636,8179
1,19636,19802
2,19636,11763
3,19636,13275
